V080101a,V082425,V083037a,V083037b,V083069,V083105,V083108x,V083112,V083113,V083114a,V083114b,V083115,V083115a,V083116,V083117,V083117a,V083118,V083118a,partyID,ideology,FTobama,FTmccain,servicespending,servicespending2,servicespendingFULL,DEMmuchlessspend,DEMmorespend,DEMmuchmorespend,REPmuchlessspend,REPlessspend,REPmorespend,REPmuchmorespend,DEMlessspend
23903.843,2. Republican Presidential cand is 1st (defense spending),85,40,-7. Haven't thought much about it,-7. Haven't thought much about this,"-1. INAP, R selected for VERSION OLD",1. Govt should decrease defense spending,5. Extremely important,2,6,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.5,85,40,4,,4,0,1,0,0,0,0,1,0
48682.955,2. Republican Presidential cand is 1st (defense spending),85,50,2. Liberal,"-1. INAP, R selected for VERSION NEW",1. A lot more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,1. A lot,3. Moderately important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",1. More,1. A lot,0,0.1666667,85,50,,7,7,,,,,,,,
23164.041,1. Democratic Presidential cand is 1st (defense spending),100,50,-7. Haven't thought much about it,6,"-1. INAP, R selected for VERSION OLD",1. Govt should decrease defense spending,5. Extremely important,1. Govt should decrease defense spending,6,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.5,100,50,6,,6,0,0,0,0,0,0,1,0
54067.191,1. Democratic Presidential cand is 1st (defense spending),100,15,-8. Don't know,7. Govt should provide many more services,"-1. INAP, R selected for VERSION OLD",-7. Haven't thought much about this,2. Not too important,5,1. Govt should decrease defense spending,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.5,100,15,7,,7,,,,,,,,
18077.893,1. Democratic Presidential cand is 1st (defense spending),100,70,-7. Haven't thought much about it,-7. Haven't thought much about this,"-1. INAP, R selected for VERSION OLD",4,5. Extremely important,2,7. Govt should increase defense spending,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.5,100,70,4,,4,0,0,0,0,0,1,0,1
83671.877,1. Democratic Presidential cand is 1st (defense spending),100,50,5. Slightly conservative,3,"-1. INAP, R selected for VERSION OLD",3,3. Somewhat important,1. Govt should decrease defense spending,7. Govt should increase defense spending,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.6666667,100,50,3,,3,0,0,0,0,0,0,1,1
18077.893,1. Democratic Presidential cand is 1st (defense spending),70,50,4. Moderate; middle of the road,"-1. INAP, R selected for VERSION NEW",2. Somewhat more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",3. Moderately important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.5,70,50,,6,6,,,,,,,,
20152.579,2. Republican Presidential cand is 1st (defense spending),60,0,-7. Haven't thought much about it,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",5. Extremely important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",1. More,3. Somewhat,0,0.5,60,0,,4,4,,,,,,,,
20413.679,2. Republican Presidential cand is 1st (defense spending),70,60,-7. Haven't thought much about it,4,"-1. INAP, R selected for VERSION OLD",7. Govt should increase defense spending,4. Very important,5,5,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.5,70,60,4,,4,0,0,0,0,1,0,0,1
54067.191,2. Republican Presidential cand is 1st (defense spending),70,50,4. Moderate; middle of the road,7. Govt should provide many more services,"-1. INAP, R selected for VERSION OLD",-7. Haven't thought much about this,2. Not too important,5,2,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.5,70,50,7,,7,,,,,,,,
34929.241,2. Republican Presidential cand is 1st (defense spending),85,60,3. Slightly liberal,5,"-1. INAP, R selected for VERSION OLD",6,4. Very important,5,7. Govt should increase defense spending,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.3333333,85,60,5,,5,0,0,0,0,0,1,0,1
20413.679,2. Republican Presidential cand is 1st (defense spending),60,0,1. Extremely liberal,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",3. Moderately important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",1. More,3. Somewhat,0,0,60,0,,4,4,,,,,,,,
76547.606,2. Republican Presidential cand is 1st (defense spending),85,0,6. Conservative,"-1. INAP, R selected for VERSION NEW",1. A lot more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",3. Moderately important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",1. More,5. Slightly,0,0.8333333,85,0,,7,7,,,,,,,,
25523.118,1. Democratic Presidential cand is 1st (defense spending),100,50,-7. Haven't thought much about it,-7. Haven't thought much about this,"-1. INAP, R selected for VERSION OLD",-7. Haven't thought much about this,3. Somewhat important,7. Govt should increase defense spending,7. Govt should increase defense spending,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.5,100,50,4,,4,,,,,,,,
19496.244,2. Republican Presidential cand is 1st (defense spending),50,30,-7. Haven't thought much about it,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,5. Slightly,3. Moderately important,3. Less,5. Slightly,1. More,5. Slightly,0.5,0.5,50,30,,4,4,,,,,,,,
97354.08,2. Republican Presidential cand is 1st (defense spending),100,50,-7. Haven't thought much about it,"-1. INAP, R selected for VERSION NEW",2. Somewhat more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,5. Slightly,2. Slightly important,1. More,3. Somewhat,3. Less,5. Slightly,0.5,0.5,100,50,,6,6,,,,,,,,
24304.854,2. Republican Presidential cand is 1st (defense spending),85,40,-7. Haven't thought much about it,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",3. Moderately important,3. Less,5. Slightly,5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.5,85,40,,4,4,,,,,,,,
24304.854,1. Democratic Presidential cand is 1st (defense spending),70,30,4. Moderate; middle of the road,"-1. INAP, R selected for VERSION NEW",7. A lot fewer,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",1. More,1. A lot,3. Moderately important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,70,30,,1,1,,,,,,,,
19496.244,1. Democratic Presidential cand is 1st (defense spending),85,15,-7. Haven't thought much about it,-7. Haven't thought much about this,"-1. INAP, R selected for VERSION OLD",-7. Haven't thought much about this,2. Not too important,3,6,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.5,85,15,4,,4,,,,,,,,
20413.679,1. Democratic Presidential cand is 1st (defense spending),85,70,-7. Haven't thought much about it,"-1. INAP, R selected for VERSION NEW",2. Somewhat more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",-8. Don't know,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",2. Slightly important,1. More,1. A lot,1. More,1. A lot,0,0.5,85,70,,6,6,,,,,,,,
28829.036,2. Republican Presidential cand is 1st (defense spending),85,0,-7. Haven't thought much about it,7. Govt should provide many more services,"-1. INAP, R selected for VERSION OLD",4,4. Very important,5,4,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.5,85,0,7,,7,0,1,0,0,0,0,0,0
24733.201,1. Democratic Presidential cand is 1st (defense spending),100,15,-7. Haven't thought much about it,"-1. INAP, R selected for VERSION NEW",2. Somewhat more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,1. A lot,4. Very important,3. Less,3. Somewhat,-8. Don't know,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.5,100,15,,6,6,,,,,,,,
60206.865,2. Republican Presidential cand is 1st (defense spending),70,70,4. Moderate; middle of the road,"-1. INAP, R selected for VERSION NEW",7. A lot fewer,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",5. Extremely important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",1. More,3. Somewhat,0.5,0.5,70,70,,1,1,,,,,,,,
140226.03,1. Democratic Presidential cand is 1st (defense spending),0,100,4. Moderate; middle of the road,"-1. INAP, R selected for VERSION NEW",2. Somewhat more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",5. Extremely important,3. Less,3. Somewhat,1. More,3. Somewhat,0.5,0.5,0,100,,6,6,,,,,,,,
162755.48,2. Republican Presidential cand is 1st (defense spending),100,15,-7. Haven't thought much about it,4,"-1. INAP, R selected for VERSION OLD",5,5. Extremely important,5,7. Govt should increase defense spending,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.5,100,15,4,,4,0,0,0,0,0,1,0,0
63617.971,2. Republican Presidential cand is 1st (defense spending),70,70,5. Slightly conservative,-7. Haven't thought much about this,"-1. INAP, R selected for VERSION OLD",6,5. Extremely important,3,6,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.6666667,70,70,4,,4,0,0,0,0,0,0,0,1
167997.42,2. Republican Presidential cand is 1st (defense spending),0,85,3. Slightly liberal,"-1. INAP, R selected for VERSION NEW",3. Slightly more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",4. Very important,3. Less,1. A lot,1. More,3. Somewhat,0.5,0.3333333,0,85,,5,5,,,,,,,,
53713.25,1. Democratic Presidential cand is 1st (defense spending),60,85,4. Moderate; middle of the road,5,"-1. INAP, R selected for VERSION OLD",4,3. Somewhat important,3,5,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.5,60,85,5,,5,0,0,0,0,0,1,0,1
57571.545,2. Republican Presidential cand is 1st (defense spending),75,30,6. Conservative,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",4. Very important,3. Less,1. A lot,1. More,5. Slightly,1,0.8333333,75,30,,4,4,,,,,,,,
38479.66,2. Republican Presidential cand is 1st (defense spending),70,70,5. Slightly conservative,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",5. Extremely important,3. Less,3. Somewhat,5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.6666667,70,70,,4,4,,,,,,,,
117455.21,1. Democratic Presidential cand is 1st (defense spending),-8. Don't know ('don't know where to rate'),60,7. Extremely conservative,1. Govt should provide many fewer services,"-1. INAP, R selected for VERSION OLD",5,5. Extremely important,1. Govt should decrease defense spending,5,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,1,50,60,1,,1,1,0,0,0,0,0,0,0
114488.68,1. Democratic Presidential cand is 1st (defense spending),85,70,4. Moderate; middle of the road,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",3. Moderately important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,85,70,,4,4,,,,,,,,
57999.019,2. Republican Presidential cand is 1st (defense spending),40,70,3. Slightly liberal,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",1. More,5. Slightly,3. Moderately important,-8. Don't know,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",1. More,5. Slightly,0,0.3333333,40,70,,4,4,,,,,,,,
67086.441,1. Democratic Presidential cand is 1st (defense spending),85,70,4. Moderate; middle of the road,7. Govt should provide many more services,"-1. INAP, R selected for VERSION OLD",5,5. Extremely important,6,6,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.5,85,70,7,,7,0,1,0,0,0,1,0,0
34974.437,1. Democratic Presidential cand is 1st (defense spending),100,60,4. Moderate; middle of the road,4,"-1. INAP, R selected for VERSION OLD",-8. Don't know,3. Somewhat important,1. Govt should decrease defense spending,7. Govt should increase defense spending,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.5,100,60,4,,4,,,,,,,,
64353.493,1. Democratic Presidential cand is 1st (defense spending),60,30,2. Liberal,6,"-1. INAP, R selected for VERSION OLD",1. Govt should decrease defense spending,3. Somewhat important,3,7. Govt should increase defense spending,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.1666667,60,30,6,,6,0,1,0,0,0,0,1,0
165378.5,2. Republican Presidential cand is 1st (defense spending),100,0,2. Liberal,"-1. INAP, R selected for VERSION NEW",1. A lot more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,1. A lot,5. Extremely important,3. Less,1. A lot,1. More,1. A lot,0,0.1666667,100,0,,7,7,,,,,,,,
71904.582,1. Democratic Presidential cand is 1st (defense spending),85,15,2. Liberal,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,3. Somewhat,2. Slightly important,3. Less,-8. Don't know,5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.1666667,85,15,,4,4,,,,,,,,
49972.758,2. Republican Presidential cand is 1st (defense spending),100,30,4. Moderate; middle of the road,"-1. INAP, R selected for VERSION NEW",1. A lot more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,1. A lot,5. Extremely important,3. Less,5. Slightly,1. More,1. A lot,0,0.5,100,30,,7,7,,,,,,,,
70095.769,2. Republican Presidential cand is 1st (defense spending),0,70,7. Extremely conservative,"-1. INAP, R selected for VERSION NEW",7. A lot fewer,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",5. Extremely important,1. More,1. A lot,5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,1,0,70,,1,1,,,,,,,,
61649.054,1. Democratic Presidential cand is 1st (defense spending),70,70,4. Moderate; middle of the road,"-1. INAP, R selected for VERSION NEW",5. Slightly fewer,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",4. Very important,3. Less,1. A lot,3. Less,5. Slightly,0,0.5,70,70,,3,3,,,,,,,,
143809.16,2. Republican Presidential cand is 1st (defense spending),100,30,2. Liberal,"-1. INAP, R selected for VERSION NEW",2. Somewhat more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,1. A lot,4. Very important,3. Less,1. A lot,1. More,3. Somewhat,0,0.1666667,100,30,,6,6,,,,,,,,
194255.31,2. Republican Presidential cand is 1st (defense spending),85,30,2. Liberal,"-1. INAP, R selected for VERSION NEW",2. Somewhat more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,3. Somewhat,3. Moderately important,-8. Don't know,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",1. More,3. Somewhat,0,0.1666667,85,30,,6,6,,,,,,,,
124159.98,1. Democratic Presidential cand is 1st (defense spending),30,85,5. Slightly conservative,5,"-1. INAP, R selected for VERSION OLD",4,3. Somewhat important,2,5,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.6666667,30,85,5,,5,0,0,0,0,0,1,0,1
64870.961,1. Democratic Presidential cand is 1st (defense spending),100,15,1. Extremely liberal,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,1. A lot,3. Moderately important,3. Less,3. Somewhat,1. More,5. Slightly,0,0,100,15,,4,4,,,,,,,,
259655.58,1. Democratic Presidential cand is 1st (defense spending),30,70,5. Slightly conservative,2,"-1. INAP, R selected for VERSION OLD",4,3. Somewhat important,3,5,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.6666667,30,70,2,,2,0,0,0,0,0,1,0,1
78522.909,1. Democratic Presidential cand is 1st (defense spending),70,70,5. Slightly conservative,2,"-1. INAP, R selected for VERSION OLD",4,3. Somewhat important,2,5,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.6666667,70,70,2,,2,0,0,0,0,0,1,0,1
56204.003,1. Democratic Presidential cand is 1st (defense spending),85,30,4. Moderate; middle of the road,4,"-1. INAP, R selected for VERSION OLD",4,3. Somewhat important,4,6,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,85,30,4,,4,0,0,0,0,0,1,0,0
73839.166,2. Republican Presidential cand is 1st (defense spending),30,-6. Thermometer: 'don't know who this is',4. Moderate; middle of the road,-7. Haven't thought much about this,"-1. INAP, R selected for VERSION OLD",-7. Haven't thought much about this,1. Not important at all,-8. Don't know,-8. Don't know,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,30,50,4,,4,,,,,,,,
76699.059,2. Republican Presidential cand is 1st (defense spending),70,30,3. Slightly liberal,"-1. INAP, R selected for VERSION NEW",2. Somewhat more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,3. Somewhat,3. Moderately important,3. Less,3. Somewhat,1. More,3. Somewhat,0,0.3333333,70,30,,6,6,,,,,,,,
