V080101a,V082425,V083037a,V083037b,V083069,V083105,V083108x,V083112,V083113,V083114a,V083114b,V083115,V083115a,V083116,V083117,V083117a,V083118,V083118a,partyID,ideology,FTobama,FTmccain,servicespending,servicespending2,servicespendingFULL,DEMmuchlessspend,DEMmorespend,DEMmuchmorespend,REPmuchlessspend,REPlessspend,REPmorespend,REPmuchmorespend,DEMlessspend
57999.019,2. Republican Presidential cand is 1st (defense spending),70,85,-7. Haven't thought much about it,7. Govt should provide many more services,"-1. INAP, R selected for VERSION OLD",7. Govt should increase defense spending,5. Extremely important,3,6,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,70,85,7,,7,1,0,0,0,1,0,0,0
73545.307,2. Republican Presidential cand is 1st (defense spending),50,50,6. Conservative,1. Govt should provide many fewer services,"-1. INAP, R selected for VERSION OLD",4,4. Very important,3,5,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.8333333,50,50,1,,1,0,0,0,0,0,1,0,1
79411.768,2. Republican Presidential cand is 1st (defense spending),70,40,2. Liberal,"-1. INAP, R selected for VERSION NEW",7. A lot fewer,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",4. Very important,3. Less,3. Somewhat,5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.1666667,70,40,,1,1,,,,,,,,
97568.581,1. Democratic Presidential cand is 1st (defense spending),60,30,-7. Haven't thought much about it,5,"-1. INAP, R selected for VERSION OLD",3,3. Somewhat important,4,7. Govt should increase defense spending,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,60,30,5,,5,0,1,0,0,0,0,1,0
17677.745,1. Democratic Presidential cand is 1st (defense spending),70,15,-7. Haven't thought much about it,"-1. INAP, R selected for VERSION NEW",5. Slightly fewer,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,5. Slightly,2. Slightly important,3. Less,1. A lot,1. More,1. A lot,0.5,0.5,70,15,,3,3,,,,,,,,
25199.596,1. Democratic Presidential cand is 1st (defense spending),70,85,4. Moderate; middle of the road,"-1. INAP, R selected for VERSION NEW",1. A lot more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",1. Not important at all,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,70,85,,7,7,,,,,,,,
24375.298,2. Republican Presidential cand is 1st (defense spending),-8. Don't know ('don't know where to rate'),-8. Don't know ('don't know where to rate'),-7. Haven't thought much about it,-7. Haven't thought much about this,"-1. INAP, R selected for VERSION OLD",-8. Don't know,3. Somewhat important,-8. Don't know,-8. Don't know,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,50,50,4,,4,,,,,,,,
45113.83,1. Democratic Presidential cand is 1st (defense spending),60,15,-7. Haven't thought much about it,"-1. INAP, R selected for VERSION NEW",2. Somewhat more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",4. Very important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",1. More,1. A lot,0,0.5,60,15,,6,6,,,,,,,,
56204.003,1. Democratic Presidential cand is 1st (defense spending),60,60,6. Conservative,2,"-1. INAP, R selected for VERSION OLD",5,4. Very important,1. Govt should decrease defense spending,5,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.8333333,60,60,2,,2,1,0,0,0,0,0,0,0
20861.376,2. Republican Presidential cand is 1st (defense spending),40,40,-7. Haven't thought much about it,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",3. Moderately important,-8. Don't know,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",-8. Don't know,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.5,40,40,,4,4,,,,,,,,
31808.985,2. Republican Presidential cand is 1st (defense spending),100,15,4. Moderate; middle of the road,7. Govt should provide many more services,"-1. INAP, R selected for VERSION OLD",5,4. Very important,5,5,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.5,100,15,7,,7,0,0,0,0,0,0,0,0
30021.349,2. Republican Presidential cand is 1st (defense spending),100,50,3. Slightly liberal,4,"-1. INAP, R selected for VERSION OLD",3,3. Somewhat important,2,7. Govt should increase defense spending,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.3333333,100,50,4,,4,0,0,0,0,0,0,1,1
26181.027,1. Democratic Presidential cand is 1st (defense spending),100,0,4. Moderate; middle of the road,"-1. INAP, R selected for VERSION NEW",1. A lot more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",5. Extremely important,3. Less,1. A lot,5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.5,100,0,,7,7,,,,,,,,
31995.438,1. Democratic Presidential cand is 1st (defense spending),85,40,2. Liberal,6,"-1. INAP, R selected for VERSION OLD",1. Govt should decrease defense spending,5. Extremely important,3,5,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.1666667,85,40,6,,6,0,1,0,0,0,0,1,0
78522.909,1. Democratic Presidential cand is 1st (defense spending),85,40,2. Liberal,6,"-1. INAP, R selected for VERSION OLD",4,3. Somewhat important,4,6,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.1666667,85,40,6,,6,0,0,0,0,0,1,0,0
26041.317,1. Democratic Presidential cand is 1st (defense spending),70,50,-7. Haven't thought much about it,"-1. INAP, R selected for VERSION NEW",1. A lot more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",3. Moderately important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",1. More,1. A lot,0.5,0.5,70,50,,7,7,,,,,,,,
58496.588,2. Republican Presidential cand is 1st (defense spending),85,50,-7. Haven't thought much about it,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",1. More,3. Somewhat,4. Very important,3. Less,1. A lot,1. More,1. A lot,0,0.5,85,50,,4,4,,,,,,,,
64353.493,1. Democratic Presidential cand is 1st (defense spending),40,85,5. Slightly conservative,"-1. INAP, R selected for VERSION NEW",1. A lot more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",1. More,3. Somewhat,4. Very important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.6666667,40,85,,7,7,,,,,,,,
65794.745,1. Democratic Presidential cand is 1st (defense spending),100,40,3. Slightly liberal,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",3. Moderately important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",1. More,5. Slightly,0,0.3333333,100,40,,4,4,,,,,,,,
48443.801,1. Democratic Presidential cand is 1st (defense spending),85,30,3. Slightly liberal,"-1. INAP, R selected for VERSION NEW",2. Somewhat more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",1. More,3. Somewhat,4. Very important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",1. More,1. A lot,0,0.3333333,85,30,,6,6,,,,,,,,
97568.581,2. Republican Presidential cand is 1st (defense spending),70,50,4. Moderate; middle of the road,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,1. A lot,3. Moderately important,3. Less,1. A lot,5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,70,50,,4,4,,,,,,,,
26031.922,2. Republican Presidential cand is 1st (defense spending),85,40,5. Slightly conservative,5,"-1. INAP, R selected for VERSION OLD",5,4. Very important,6,5,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.6666667,85,40,5,,5,0,1,0,0,0,0,0,0
65951.496,1. Democratic Presidential cand is 1st (defense spending),100,50,6. Conservative,5,"-1. INAP, R selected for VERSION OLD",5,4. Very important,5,5,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.8333333,100,50,5,,5,0,0,0,0,0,0,0,0
86834.047,2. Republican Presidential cand is 1st (defense spending),50,50,4. Moderate; middle of the road,4,"-1. INAP, R selected for VERSION OLD",4,1. Not important at all,4,4,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,50,50,4,,4,0,0,0,0,0,0,0,0
76620.3,2. Republican Presidential cand is 1st (defense spending),100,0,2. Liberal,"-1. INAP, R selected for VERSION NEW",1. A lot more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",4. Very important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",1. More,1. A lot,0,0.1666667,100,0,,7,7,,,,,,,,
69054.563,2. Republican Presidential cand is 1st (defense spending),15,15,7. Extremely conservative,1. Govt should provide many fewer services,"-1. INAP, R selected for VERSION OLD",4,5. Extremely important,1. Govt should decrease defense spending,1. Govt should decrease defense spending,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,1,15,15,1,,1,0,0,0,0,1,0,0,1
40688.013,2. Republican Presidential cand is 1st (defense spending),50,50,-7. Haven't thought much about it,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",2. Slightly important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",1. More,5. Slightly,0.5,0.5,50,50,,4,4,,,,,,,,
69054.563,1. Democratic Presidential cand is 1st (defense spending),15,85,6. Conservative,"-1. INAP, R selected for VERSION NEW",6. Somewhat fewer,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",4. Very important,3. Less,1. A lot,5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.8333333,15,85,,2,2,,,,,,,,
75434.59,1. Democratic Presidential cand is 1st (defense spending),70,15,-7. Haven't thought much about it,"-1. INAP, R selected for VERSION NEW",5. Slightly fewer,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",2. Slightly important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",1. More,3. Somewhat,0.5,0.5,70,15,,3,3,,,,,,,,
135971.87,2. Republican Presidential cand is 1st (defense spending),85,60,4. Moderate; middle of the road,2,"-1. INAP, R selected for VERSION OLD",4,4. Very important,3,2,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,85,60,2,,2,0,0,0,0,1,0,0,1
92682.056,2. Republican Presidential cand is 1st (defense spending),60,40,3. Slightly liberal,5,"-1. INAP, R selected for VERSION OLD",1. Govt should decrease defense spending,4. Very important,3,5,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.3333333,60,40,5,,5,0,1,0,0,0,0,1,0
118021.68,1. Democratic Presidential cand is 1st (defense spending),70,40,3. Slightly liberal,6,"-1. INAP, R selected for VERSION OLD",1. Govt should decrease defense spending,5. Extremely important,3,7. Govt should increase defense spending,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.3333333,70,40,6,,6,0,1,0,0,0,0,1,0
159174.32,1. Democratic Presidential cand is 1st (defense spending),85,30,2. Liberal,"-1. INAP, R selected for VERSION NEW",1. A lot more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,1. A lot,3. Moderately important,3. Less,3. Somewhat,1. More,3. Somewhat,0,0.1666667,85,30,,7,7,,,,,,,,
31809.309,2. Republican Presidential cand is 1st (defense spending),100,0,-7. Haven't thought much about it,5,"-1. INAP, R selected for VERSION OLD",1. Govt should decrease defense spending,5. Extremely important,1. Govt should decrease defense spending,7. Govt should increase defense spending,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.5,100,0,5,,5,0,0,0,0,0,0,1,0
53550.814,2. Republican Presidential cand is 1st (defense spending),30,50,4. Moderate; middle of the road,"-1. INAP, R selected for VERSION NEW",3. Slightly more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",3. Moderately important,3. Less,1. A lot,1. More,5. Slightly,0.5,0.5,30,50,,5,5,,,,,,,,
31808.985,2. Republican Presidential cand is 1st (defense spending),60,50,-7. Haven't thought much about it,7. Govt should provide many more services,"-1. INAP, R selected for VERSION OLD",-7. Haven't thought much about this,3. Somewhat important,5,5,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,60,50,7,,7,,,,,,,,
